,date_place,combined_text
15197,"2019-01-12, Phoenix","rain, warm, cold ||"
15198,"2019-01-13, Phoenix","downpour, warm, cold ||"
15199,"2019-01-14, Phoenix","drizzle, warm, cold ||"
15200,"2019-01-15, Phoenix","rain, warm, warm ||"
15201,"2019-01-16, Phoenix","downpour, warm, cold ||"
15202,"2019-01-17, Phoenix","dry, warm, cold ||"
15203,"2019-01-18, Phoenix","dry, warm, cold ||"
15204,"2019-01-19, Phoenix","dry, warm, cold ||"
15205,"2019-01-20, Phoenix","dry, warm, cold ||"
15206,"2019-01-21, Phoenix","dry, warm, cold ||"
15207,"2019-01-22, Phoenix","dry, warm, cold ||"
15208,"2019-01-23, Phoenix","dry, warm, cold ||"
15209,"2019-01-24, Phoenix","dry, warm, cold ||"
15210,"2019-01-25, Phoenix","dry, warm, cold ||"
15211,"2019-01-26, Phoenix","dry, hot, cold ||"
15212,"2019-01-27, Phoenix","dry, hot, cold ||"
15213,"2019-01-28, Phoenix","dry, warm, cold ||"
15214,"2019-01-29, Phoenix","dry, warm, cold ||"
15215,"2019-01-30, Phoenix","dry, hot, warm ||"
15216,"2019-01-31, Phoenix","dry, hot, cold ||"
15217,"2019-02-01, Phoenix","dry, hot, warm ||"
15218,"2019-02-02, Phoenix","dry, warm, warm ||"
15219,"2019-02-03, Phoenix","nan, warm, warm ||"
15220,"2019-02-04, Phoenix","dry, warm, warm ||"
15221,"2019-02-05, Phoenix","rain, warm, cold ||"
15222,"2019-02-06, Phoenix","dry, warm, cold ||"
15223,"2019-02-07, Phoenix","dry, warm, freezing ||"
15224,"2019-02-08, Phoenix","dry, warm, cold ||"
15225,"2019-02-09, Phoenix","dry, warm, cold ||"
15226,"2019-02-10, Phoenix","dry, warm, cold ||"
15227,"2019-02-11, Phoenix","dry, warm, cold ||"
15228,"2019-02-12, Phoenix","dry, warm, freezing ||"
15229,"2019-02-13, Phoenix","dry, warm, cold ||"
15230,"2019-02-14, Phoenix","downpour, warm, warm ||"
15231,"2019-02-15, Phoenix","dry, warm, cold ||"
15232,"2019-02-16, Phoenix","dry, warm, cold ||"
15233,"2019-02-17, Phoenix","dry, warm, cold ||"
15234,"2019-02-18, Phoenix","dry, warm, cold ||"
15235,"2019-02-19, Phoenix","dry, warm, cold ||"
15236,"2019-02-20, Phoenix","downpour, warm, freezing ||"
15237,"2019-02-21, Phoenix","torrential, cold, cold ||"
15238,"2019-02-22, Phoenix","torrential, cold, cold ||"
15239,"2019-02-23, Phoenix","dry, warm, cold ||"
15240,"2019-02-24, Phoenix","dry, warm, cold ||"
15241,"2019-02-25, Phoenix","dry, warm, cold ||"
15242,"2019-02-26, Phoenix","dry, warm, cold ||"
15243,"2019-02-27, Phoenix","dry, hot, warm ||"
15244,"2019-02-28, Phoenix","dry, hot, cold ||"
15245,"2019-03-01, Phoenix","dry, hot, warm ||"
15246,"2019-03-02, Phoenix","dry, hot, warm ||"
15247,"2019-03-03, Phoenix","dry, hot, cold ||"
15248,"2019-03-04, Phoenix","dry, hot, cold ||"
15249,"2019-03-05, Phoenix","dry, hot, cold ||"
15250,"2019-03-06, Phoenix","dry, hot, warm ||"
15251,"2019-03-07, Phoenix","dry, hot, warm ||"
15252,"2019-03-08, Phoenix","dry, warm, cold ||"
15253,"2019-03-09, Phoenix","dry, warm, cold ||"
15254,"2019-03-10, Phoenix","dry, warm, cold ||"
15255,"2019-03-11, Phoenix","rain, warm, cold ||"
15256,"2019-03-12, Phoenix","torrential, warm, cold ||"
15257,"2019-03-13, Phoenix","rain, warm, cold ||"
15258,"2019-03-14, Phoenix","dry, warm, cold ||"
15259,"2019-03-15, Phoenix","dry, hot, cold ||"
15260,"2019-03-16, Phoenix","dry, hot, warm ||"
15261,"2019-03-17, Phoenix","dry, hot, warm ||"
15262,"2019-03-18, Phoenix","dry, hot, warm ||"
15263,"2019-03-19, Phoenix","dry, hot, warm ||"
15264,"2019-03-20, Phoenix","rain, hot, warm ||"
15265,"2019-03-21, Phoenix","drizzle, hot, warm ||"
15266,"2019-03-22, Phoenix","dry, hot, cold ||"
15267,"2019-03-23, Phoenix","dry, hot, cold ||"
15268,"2019-03-24, Phoenix","dry, hot, cold ||"
15269,"2019-03-25, Phoenix","dry, hot, warm ||"
15270,"2019-03-26, Phoenix","dry, hot, warm ||"
15271,"2019-03-27, Phoenix","dry, hot, warm ||"
15272,"2019-03-28, Phoenix","dry, hot, warm ||"
15273,"2019-03-29, Phoenix","dry, hot, cold ||"
15274,"2019-03-30, Phoenix","dry, hot, warm ||"
15275,"2019-03-31, Phoenix","dry, hot, warm ||"
15276,"2019-04-01, Phoenix","dry, hot, warm ||"
15277,"2019-04-02, Phoenix","dry, hot, warm ||"
15278,"2019-04-03, Phoenix","dry, hot, warm ||"
15279,"2019-04-04, Phoenix","dry, hot, warm ||"
15280,"2019-04-05, Phoenix","dry, hot, warm ||"
15281,"2019-04-06, Phoenix","dry, hot, warm ||"
15282,"2019-04-07, Phoenix","dry, hot, warm ||"
15283,"2019-04-08, Phoenix","dry, scorching, warm ||"
15284,"2019-04-09, Phoenix","dry, scorching, warm ||"
15285,"2019-04-10, Phoenix","dry, hot, warm ||"
15286,"2019-04-11, Phoenix","dry, hot, cold ||"
15287,"2019-04-12, Phoenix","dry, hot, warm ||"
15288,"2019-04-13, Phoenix","dry, hot, cold ||"
15289,"2019-04-14, Phoenix","dry, hot, warm ||"
15290,"2019-04-15, Phoenix","dry, hot, warm ||"
15291,"2014-01-01, San Diego","dry, warm, cold ||"
15292,"2014-01-02, San Diego","dry, hot, cold ||"
15293,"2014-01-03, San Diego","dry, hot, cold ||"
15294,"2014-01-04, San Diego","dry, warm, cold ||"
15295,"2014-01-05, San Diego","dry, hot, cold ||"
15296,"2014-01-06, San Diego","dry, hot, cold ||"
15297,"2014-01-07, San Diego","dry, warm, cold ||"
15298,"2014-01-08, San Diego","dry, warm, cold ||"
15299,"2014-01-09, San Diego","dry, warm, cold ||"
15300,"2014-01-10, San Diego","dry, warm, cold ||"
15301,"2014-01-11, San Diego","dry, hot, cold ||"
15302,"2014-01-12, San Diego","dry, warm, cold ||"
15303,"2014-01-13, San Diego","dry, hot, cold ||"
15304,"2014-01-14, San Diego","dry, hot, cold ||"
15305,"2014-01-15, San Diego","dry, hot, cold ||"
15306,"2014-01-16, San Diego","dry, hot, cold ||"
15307,"2014-01-17, San Diego","dry, hot, cold ||"
15308,"2014-01-18, San Diego","dry, hot, cold ||"
15309,"2014-01-19, San Diego","dry, hot, cold ||"
15310,"2014-01-20, San Diego","dry, hot, cold ||"
15311,"2014-01-21, San Diego","dry, hot, cold ||"
15312,"2014-01-22, San Diego","dry, hot, cold ||"
15313,"2014-01-23, San Diego","dry, warm, cold ||"
15314,"2014-01-24, San Diego","dry, warm, cold ||"
15315,"2014-01-25, San Diego","dry, hot, warm ||"
15316,"2014-01-26, San Diego","dry, warm, cold ||"
15317,"2014-01-27, San Diego","dry, warm, cold ||"
15318,"2014-01-28, San Diego","dry, warm, cold ||"
15319,"2014-01-29, San Diego","dry, hot, cold ||"
15320,"2014-01-30, San Diego","rain, warm, cold ||"
15321,"2014-01-31, San Diego","downpour, warm, cold ||"
15322,"2014-02-01, San Diego","drizzle, warm, cold ||"
15323,"2014-02-02, San Diego","drizzle, warm, cold ||"
15324,"2014-02-03, San Diego","rain, warm, cold ||"
15325,"2014-02-04, San Diego","drizzle, warm, cold ||"
15326,"2014-02-05, San Diego","dry, warm, cold ||"
15327,"2014-02-06, San Diego","downpour, warm, cold ||"
15328,"2014-02-07, San Diego","downpour, warm, cold ||"
15329,"2014-02-08, San Diego","drizzle, warm, cold ||"
15330,"2014-02-09, San Diego","dry, warm, cold ||"
15331,"2014-02-10, San Diego","dry, warm, cold ||"
15332,"2014-02-11, San Diego","dry, hot, cold ||"
15333,"2014-02-12, San Diego","dry, hot, cold ||"
15334,"2014-02-13, San Diego","dry, hot, cold ||"
15335,"2014-02-14, San Diego","dry, hot, cold ||"
15336,"2014-02-15, San Diego","dry, hot, cold ||"
15337,"2014-02-16, San Diego","dry, hot, cold ||"
15338,"2014-02-17, San Diego","dry, hot, cold ||"
15339,"2014-02-18, San Diego","dry, hot, cold ||"
15340,"2014-02-19, San Diego","dry, hot, cold ||"
15341,"2014-02-20, San Diego","dry, hot, cold ||"
15342,"2014-02-21, San Diego","dry, hot, cold ||"
15343,"2014-02-22, San Diego","dry, hot, cold ||"
15344,"2014-02-23, San Diego","dry, hot, cold ||"
15345,"2014-02-24, San Diego","dry, hot, cold ||"
15346,"2014-02-25, San Diego","dry, hot, cold ||"
15347,"2014-02-26, San Diego","rain, warm, warm ||"
15348,"2014-02-27, San Diego","torrential, warm, warm ||"
15349,"2014-02-28, San Diego","torrential, warm, warm ||"
15350,"2014-03-01, San Diego","torrential, warm, cold ||"
15351,"2014-03-02, San Diego","torrential, warm, cold ||"
15352,"2014-03-03, San Diego","drizzle, warm, cold ||"
15353,"2014-03-04, San Diego","dry, warm, cold ||"
15354,"2014-03-05, San Diego","dry, hot, cold ||"
15355,"2014-03-06, San Diego","dry, hot, warm ||"
15356,"2014-03-07, San Diego","dry, hot, warm ||"
15357,"2014-03-08, San Diego","dry, hot, cold ||"
15358,"2014-03-09, San Diego","dry, hot, warm ||"
15359,"2014-03-10, San Diego","dry, hot, cold ||"
15360,"2014-03-11, San Diego","dry, hot, cold ||"
15361,"2014-03-12, San Diego","dry, hot, cold ||"
15362,"2014-03-13, San Diego","dry, warm, warm ||"
15363,"2014-03-14, San Diego","dry, hot, cold ||"
15364,"2014-03-15, San Diego","dry, hot, cold ||"
15365,"2014-03-16, San Diego","dry, hot, warm ||"
15366,"2014-03-17, San Diego","dry, hot, warm ||"
15367,"2014-03-18, San Diego","dry, hot, warm ||"
15368,"2014-03-19, San Diego","dry, hot, cold ||"
15369,"2014-03-20, San Diego","dry, hot, cold ||"
15370,"2014-03-21, San Diego","dry, warm, warm ||"
15371,"2014-03-22, San Diego","dry, warm, warm ||"
15372,"2014-03-23, San Diego","dry, hot, cold ||"
15373,"2014-03-24, San Diego","dry, hot, warm ||"
15374,"2014-03-25, San Diego","drizzle, warm, warm ||"
15375,"2014-03-26, San Diego","downpour, warm, warm ||"
15376,"2014-03-27, San Diego","downpour, warm, cold ||"
15377,"2014-03-28, San Diego","dry, warm, cold ||"
15378,"2014-03-29, San Diego","dry, hot, cold ||"
15379,"2014-03-30, San Diego","rain, warm, warm ||"
15380,"2014-03-31, San Diego","dry, warm, cold ||"
15381,"2014-04-01, San Diego","downpour, warm, cold ||"
15382,"2014-04-02, San Diego","downpour, warm, cold ||"
15383,"2014-04-03, San Diego","drizzle, warm, cold ||"
15384,"2014-04-04, San Diego","dry, warm, cold ||"
15385,"2014-04-05, San Diego","drizzle, warm, cold ||"
15386,"2014-04-06, San Diego","dry, hot, cold ||"
15387,"2014-04-07, San Diego","dry, hot, cold ||"
15388,"2014-04-08, San Diego","dry, hot, warm ||"
15389,"2014-04-09, San Diego","dry, hot, warm ||"
15390,"2014-04-10, San Diego","dry, hot, warm ||"
15391,"2014-04-11, San Diego","dry, hot, warm ||"
15392,"2014-04-12, San Diego","dry, hot, warm ||"
15393,"2014-04-13, San Diego","dry, warm, warm ||"
15394,"2014-04-14, San Diego","dry, hot, warm ||"
15395,"2014-04-15, San Diego","dry, hot, warm ||"
15396,"2014-04-16, San Diego","dry, hot, warm ||"
15397,"2014-04-17, San Diego","dry, hot, warm ||"
15398,"2014-04-18, San Diego","dry, hot, warm ||"
15399,"2014-04-19, San Diego","dry, hot, warm ||"
15400,"2014-04-20, San Diego","dry, hot, warm ||"
15401,"2014-04-21, San Diego","dry, hot, warm ||"
15402,"2014-04-22, San Diego","dry, hot, warm ||"
15403,"2014-04-23, San Diego","dry, hot, cold ||"
15404,"2014-04-24, San Diego","dry, hot, cold ||"
15405,"2014-04-25, San Diego","rain, hot, warm ||"
15406,"2014-04-26, San Diego","torrential, warm, cold ||"
15407,"2014-04-27, San Diego","drizzle, warm, cold ||"
15408,"2014-04-28, San Diego","dry, hot, cold ||"
15409,"2014-04-29, San Diego","dry, hot, warm ||"
15410,"2014-04-30, San Diego","dry, hot, warm ||"
15411,"2014-05-01, San Diego","dry, hot, warm ||"
15412,"2014-05-02, San Diego","dry, hot, warm ||"
15413,"2014-05-03, San Diego","dry, hot, warm ||"
15414,"2014-05-04, San Diego","dry, hot, warm ||"
15415,"2014-05-05, San Diego","dry, hot, warm ||"
15416,"2014-05-06, San Diego","drizzle, warm, warm ||"
15417,"2014-05-07, San Diego","drizzle, warm, warm ||"
15418,"2014-05-08, San Diego","dry, hot, warm ||"
15419,"2014-05-09, San Diego","dry, hot, cold ||"
15420,"2014-05-10, San Diego","dry, hot, warm ||"
15421,"2014-05-11, San Diego","dry, hot, cold ||"
15422,"2014-05-12, San Diego","dry, hot, warm ||"
15423,"2014-05-13, San Diego","dry, hot, warm ||"
15424,"2014-05-14, San Diego","dry, scorching, warm ||"
15425,"2014-05-15, San Diego","dry, scorching, warm ||"
15426,"2014-05-16, San Diego","dry, scorching, warm ||"
15427,"2014-05-17, San Diego","dry, hot, warm ||"
15428,"2014-05-18, San Diego","dry, hot, warm ||"
15429,"2014-05-19, San Diego","dry, hot, warm ||"
15430,"2014-05-20, San Diego","dry, warm, warm ||"
15431,"2014-05-21, San Diego","dry, hot, warm ||"
15432,"2014-05-22, San Diego","drizzle, warm, warm ||"
15433,"2014-05-23, San Diego","dry, hot, warm ||"
15434,"2014-05-24, San Diego","dry, hot, warm ||"
15435,"2014-05-25, San Diego","dry, hot, warm ||"
15436,"2014-05-26, San Diego","dry, hot, warm ||"
15437,"2014-05-27, San Diego","dry, hot, warm ||"
15438,"2014-05-28, San Diego","dry, hot, warm ||"
15439,"2014-05-29, San Diego","dry, hot, warm ||"
15440,"2014-05-30, San Diego","dry, hot, warm ||"
15441,"2014-05-31, San Diego","dry, hot, warm ||"
15442,"2014-06-01, San Diego","dry, hot, warm ||"
15443,"2014-06-02, San Diego","drizzle, hot, warm ||"
15444,"2014-06-03, San Diego","dry, hot, warm ||"
15445,"2014-06-04, San Diego","dry, hot, warm ||"
15446,"2014-06-05, San Diego","dry, hot, warm ||"
15447,"2014-06-06, San Diego","dry, hot, warm ||"
15448,"2014-06-07, San Diego","dry, hot, warm ||"
15449,"2014-06-08, San Diego","dry, hot, warm ||"
15450,"2014-06-09, San Diego","dry, hot, warm ||"
15451,"2014-06-10, San Diego","dry, hot, warm ||"
15452,"2014-06-11, San Diego","dry, hot, warm ||"
15453,"2014-06-12, San Diego","dry, hot, warm ||"
15454,"2014-06-13, San Diego","dry, hot, warm ||"
15455,"2014-06-14, San Diego","dry, hot, warm ||"
15456,"2014-06-15, San Diego","dry, hot, warm ||"
15457,"2014-06-16, San Diego","dry, hot, warm ||"
15458,"2014-06-17, San Diego","dry, hot, warm ||"
15459,"2014-06-18, San Diego","dry, hot, warm ||"
15460,"2014-06-19, San Diego","dry, hot, warm ||"
15461,"2014-06-20, San Diego","dry, hot, warm ||"
15462,"2014-06-21, San Diego","dry, hot, warm ||"
15463,"2014-06-22, San Diego","dry, hot, warm ||"
15464,"2014-06-23, San Diego","dry, hot, warm ||"
15465,"2014-06-24, San Diego","dry, hot, warm ||"
15466,"2014-06-25, San Diego","dry, hot, warm ||"
15467,"2014-06-26, San Diego","dry, hot, warm ||"
15468,"2014-06-27, San Diego","dry, hot, warm ||"
15469,"2014-06-28, San Diego","dry, hot, warm ||"
15470,"2014-06-29, San Diego","dry, hot, warm ||"
15471,"2014-06-30, San Diego","dry, hot, warm ||"
15472,"2014-07-01, San Diego","dry, hot, warm ||"
15473,"2014-07-02, San Diego","dry, hot, warm ||"
15474,"2014-07-03, San Diego","dry, hot, warm ||"
15475,"2014-07-04, San Diego","rain, hot, warm ||"
15476,"2014-07-05, San Diego","dry, hot, warm ||"
15477,"2014-07-06, San Diego","dry, hot, warm ||"
15478,"2014-07-07, San Diego","dry, hot, warm ||"
15479,"2014-07-08, San Diego","dry, hot, warm ||"
15480,"2014-07-09, San Diego","dry, hot, warm ||"
15481,"2014-07-10, San Diego","dry, hot, warm ||"
15482,"2014-07-11, San Diego","dry, hot, warm ||"
15483,"2014-07-12, San Diego","dry, hot, warm ||"
15484,"2014-07-13, San Diego","dry, hot, warm ||"
15485,"2014-07-14, San Diego","drizzle, hot, warm ||"
15486,"2014-07-15, San Diego","dry, hot, warm ||"
15487,"2014-07-16, San Diego","dry, hot, warm ||"
15488,"2014-07-17, San Diego","dry, hot, warm ||"
15489,"2014-07-18, San Diego","dry, hot, warm ||"
15490,"2014-07-19, San Diego","dry, hot, warm ||"
15491,"2014-07-20, San Diego","dry, hot, warm ||"
15492,"2014-07-21, San Diego","dry, hot, warm ||"
15493,"2014-07-22, San Diego","dry, hot, warm ||"
15494,"2014-07-23, San Diego","dry, hot, warm ||"
15495,"2014-07-24, San Diego","dry, scorching, warm ||"
15496,"2014-07-25, San Diego","rain, hot, hot ||"
15497,"2014-07-26, San Diego","dry, hot, warm ||"
15498,"2014-07-27, San Diego","rain, hot, warm ||"
15499,"2014-07-28, San Diego","drizzle, hot, warm ||"
15500,"2014-07-29, San Diego","dry, hot, warm ||"
15501,"2014-07-30, San Diego","dry, scorching, warm ||"
15502,"2014-07-31, San Diego","dry, scorching, warm ||"
15503,"2014-08-01, San Diego","drizzle, hot, warm ||"
15504,"2014-08-02, San Diego","downpour, hot, warm ||"
15505,"2014-08-03, San Diego","downpour, hot, warm ||"
15506,"2014-08-04, San Diego","downpour, hot, warm ||"
15507,"2014-08-05, San Diego","dry, hot, warm ||"
15508,"2014-08-06, San Diego","dry, hot, warm ||"
15509,"2014-08-07, San Diego","dry, hot, warm ||"
15510,"2014-08-08, San Diego","dry, hot, warm ||"
15511,"2014-08-09, San Diego","dry, hot, warm ||"
15512,"2014-08-10, San Diego","dry, hot, warm ||"
15513,"2014-08-11, San Diego","dry, hot, warm ||"
15514,"2014-08-12, San Diego","rain, hot, warm ||"
15515,"2014-08-13, San Diego","dry, hot, warm ||"
15516,"2014-08-14, San Diego","dry, hot, warm ||"
15517,"2014-08-15, San Diego","dry, hot, warm ||"
15518,"2014-08-16, San Diego","dry, hot, warm ||"
15519,"2014-08-17, San Diego","dry, scorching, warm ||"
15520,"2014-08-18, San Diego","drizzle, hot, warm ||"
15521,"2014-08-19, San Diego","dry, hot, warm ||"
15522,"2014-08-20, San Diego","downpour, hot, warm ||"
15523,"2014-08-21, San Diego","rain, hot, warm ||"
15524,"2014-08-22, San Diego","downpour, hot, warm ||"
15525,"2014-08-23, San Diego","dry, hot, warm ||"
15526,"2014-08-24, San Diego","dry, hot, warm ||"
15527,"2014-08-25, San Diego","dry, hot, warm ||"
15528,"2014-08-26, San Diego","dry, hot, warm ||"
15529,"2014-08-27, San Diego","dry, scorching, warm ||"
15530,"2014-08-28, San Diego","dry, scorching, warm ||"
15531,"2014-08-29, San Diego","dry, hot, warm ||"
15532,"2014-08-30, San Diego","dry, hot, warm ||"
15533,"2014-08-31, San Diego","dry, hot, warm ||"
15534,"2014-09-01, San Diego","dry, hot, warm ||"
15535,"2014-09-02, San Diego","dry, hot, warm ||"
15536,"2014-09-03, San Diego","dry, hot, warm ||"
15537,"2014-09-04, San Diego","dry, hot, warm ||"
15538,"2014-09-05, San Diego","dry, hot, warm ||"
15539,"2014-09-06, San Diego","drizzle, hot, warm ||"
15540,"2014-09-07, San Diego","rain, hot, warm ||"
15541,"2014-09-08, San Diego","drizzle, hot, hot ||"
15542,"2014-09-09, San Diego","rain, hot, warm ||"
15543,"2014-09-10, San Diego","dry, hot, warm ||"
15544,"2014-09-11, San Diego","dry, hot, warm ||"
15545,"2014-09-12, San Diego","dry, scorching, warm ||"
15546,"2014-09-13, San Diego","dry, scorching, warm ||"
15547,"2014-09-14, San Diego","dry, scorching, hot ||"
15548,"2014-09-15, San Diego","dry, scorching, hot ||"
15549,"2014-09-16, San Diego","drizzle, scorching, hot ||"
15550,"2014-09-17, San Diego","drizzle, scorching, hot ||"
15551,"2014-09-18, San Diego","dry, hot, warm ||"
15552,"2014-09-19, San Diego","dry, hot, warm ||"
15553,"2014-09-20, San Diego","dry, hot, warm ||"
15554,"2014-09-21, San Diego","dry, hot, warm ||"
15555,"2014-09-22, San Diego","dry, hot, warm ||"
15556,"2014-09-23, San Diego","dry, hot, warm ||"
15557,"2014-09-24, San Diego","dry, hot, warm ||"
15558,"2014-09-25, San Diego","dry, hot, warm ||"
15559,"2014-09-26, San Diego","dry, hot, warm ||"
15560,"2014-09-27, San Diego","dry, hot, warm ||"
15561,"2014-09-28, San Diego","dry, hot, warm ||"
15562,"2014-09-29, San Diego","dry, hot, warm ||"
15563,"2014-09-30, San Diego","dry, hot, warm ||"
15564,"2014-10-01, San Diego","dry, hot, warm ||"
15565,"2014-10-02, San Diego","dry, hot, warm ||"
15566,"2014-10-03, San Diego","dry, scorching, warm ||"
15567,"2014-10-04, San Diego","dry, scorching, warm ||"
15568,"2014-10-05, San Diego","dry, scorching, warm ||"
15569,"2014-10-06, San Diego","dry, hot, warm ||"
15570,"2014-10-07, San Diego","dry, hot, warm ||"
15571,"2014-10-08, San Diego","dry, hot, warm ||"
15572,"2014-10-09, San Diego","dry, hot, warm ||"
15573,"2014-10-10, San Diego","dry, hot, warm ||"
15574,"2014-10-11, San Diego","dry, hot, warm ||"
15575,"2014-10-12, San Diego","dry, hot, warm ||"
15576,"2014-10-13, San Diego","dry, hot, warm ||"
15577,"2014-10-14, San Diego","dry, hot, warm ||"
15578,"2014-10-15, San Diego","dry, hot, warm ||"
15579,"2014-10-16, San Diego","dry, hot, warm ||"
15580,"2014-10-17, San Diego","dry, hot, warm ||"
15581,"2014-10-18, San Diego","dry, hot, warm ||"
15582,"2014-10-19, San Diego","dry, hot, warm ||"
15583,"2014-10-20, San Diego","dry, hot, warm ||"
15584,"2014-10-21, San Diego","dry, hot, warm ||"
15585,"2014-10-22, San Diego","dry, hot, warm ||"
15586,"2014-10-23, San Diego","dry, hot, warm ||"
15587,"2014-10-24, San Diego","dry, hot, warm ||"
15588,"2014-10-25, San Diego","dry, hot, warm ||"
15589,"2014-10-26, San Diego","dry, hot, warm ||"
15590,"2014-10-27, San Diego","dry, hot, warm ||"
15591,"2014-10-28, San Diego","dry, hot, warm ||"
15592,"2014-10-29, San Diego","dry, hot, warm ||"
15593,"2014-10-30, San Diego","dry, hot, warm ||"
15594,"2014-10-31, San Diego","drizzle, hot, warm ||"
15595,"2014-11-01, San Diego","torrential, warm, warm ||"
15596,"2014-11-02, San Diego","downpour, warm, cold ||"
15597,"2014-11-03, San Diego","dry, hot, cold ||"
15598,"2014-11-04, San Diego","dry, hot, cold ||"
15599,"2014-11-05, San Diego","dry, hot, cold ||"
15600,"2014-11-06, San Diego","dry, hot, warm ||"
15601,"2014-11-07, San Diego","dry, hot, warm ||"
15602,"2014-11-08, San Diego","dry, hot, warm ||"
15603,"2014-11-09, San Diego","dry, hot, warm ||"
15604,"2014-11-10, San Diego","dry, hot, warm ||"
15605,"2014-11-11, San Diego","dry, warm, warm ||"
15606,"2014-11-12, San Diego","dry, warm, warm ||"
15607,"2014-11-13, San Diego","dry, warm, warm ||"
15608,"2014-11-14, San Diego","rain, warm, warm ||"
15609,"2014-11-15, San Diego","drizzle, warm, warm ||"
15610,"2014-11-16, San Diego","dry, hot, cold ||"
15611,"2014-11-17, San Diego","dry, hot, cold ||"
15612,"2014-11-18, San Diego","dry, hot, cold ||"
15613,"2014-11-19, San Diego","dry, hot, cold ||"
15614,"2014-11-20, San Diego","drizzle, warm, cold ||"
15615,"2014-11-21, San Diego","torrential, warm, warm ||"
15616,"2014-11-22, San Diego","dry, warm, cold ||"
15617,"2014-11-23, San Diego","dry, hot, cold ||"
15618,"2014-11-24, San Diego","dry, hot, cold ||"
15619,"2014-11-25, San Diego","dry, hot, cold ||"
15620,"2014-11-26, San Diego","dry, hot, cold ||"
15621,"2014-11-27, San Diego","dry, hot, warm ||"
15622,"2014-11-28, San Diego","dry, hot, cold ||"
15623,"2014-11-29, San Diego","dry, hot, cold ||"
15624,"2014-11-30, San Diego","drizzle, warm, cold ||"
15625,"2014-12-01, San Diego","dry, warm, cold ||"
15626,"2014-12-02, San Diego","torrential, warm, warm ||"
15627,"2014-12-03, San Diego","torrential, warm, warm ||"
15628,"2014-12-04, San Diego","torrential, warm, warm ||"
15629,"2014-12-05, San Diego","drizzle, warm, cold ||"
15630,"2014-12-06, San Diego","drizzle, warm, warm ||"
15631,"2014-12-07, San Diego","dry, hot, cold ||"
15632,"2014-12-08, San Diego","dry, hot, warm ||"
15633,"2014-12-09, San Diego","dry, hot, cold ||"
15634,"2014-12-10, San Diego","dry, hot, cold ||"
15635,"2014-12-11, San Diego","dry, warm, warm ||"
15636,"2014-12-12, San Diego","torrential, warm, cold ||"
15637,"2014-12-13, San Diego","torrential, warm, cold ||"
15638,"2014-12-14, San Diego","dry, warm, cold ||"
15639,"2014-12-15, San Diego","dry, warm, cold ||"
15640,"2014-12-16, San Diego","downpour, warm, cold ||"
15641,"2014-12-17, San Diego","torrential, warm, cold ||"
15642,"2014-12-18, San Diego","rain, warm, cold ||"
15643,"2014-12-19, San Diego","dry, warm, cold ||"
15644,"2014-12-20, San Diego","dry, warm, cold ||"
15645,"2014-12-21, San Diego","dry, warm, cold ||"
15646,"2014-12-22, San Diego","dry, hot, cold ||"
15647,"2014-12-23, San Diego","dry, hot, cold ||"
15648,"2014-12-24, San Diego","dry, hot, cold ||"
15649,"2014-12-25, San Diego","drizzle, warm, cold ||"
15650,"2014-12-26, San Diego","dry, warm, cold ||"
15651,"2014-12-27, San Diego","dry, warm, cold ||"
15652,"2014-12-28, San Diego","dry, warm, cold ||"
15653,"2014-12-29, San Diego","dry, warm, cold ||"
15654,"2014-12-30, San Diego","downpour, warm, cold ||"
15655,"2014-12-31, San Diego","torrential, cold, cold ||"
15656,"2015-01-01, San Diego","dry, warm, freezing ||"
15657,"2015-01-02, San Diego","dry, warm, freezing ||"
15658,"2015-01-03, San Diego","dry, warm, cold ||"
15659,"2015-01-04, San Diego","dry, warm, cold ||"
15660,"2015-01-05, San Diego","dry, hot, cold ||"
15661,"2015-01-06, San Diego","dry, hot, cold ||"
15662,"2015-01-07, San Diego","dry, hot, cold ||"
15663,"2015-01-08, San Diego","dry, hot, cold ||"
15664,"2015-01-09, San Diego","dry, warm, cold ||"
15665,"2015-01-10, San Diego","drizzle, warm, cold ||"
15666,"2015-01-11, San Diego","torrential, warm, warm ||"
15667,"2015-01-12, San Diego","downpour, warm, cold ||"
15668,"2015-01-13, San Diego","dry, warm, cold ||"
15669,"2015-01-14, San Diego","dry, warm, cold ||"
15670,"2015-01-15, San Diego","dry, warm, cold ||"
15671,"2015-01-16, San Diego","dry, warm, cold ||"
15672,"2015-01-17, San Diego","dry, hot, cold ||"
15673,"2015-01-18, San Diego","dry, hot, cold ||"
15674,"2015-01-19, San Diego","dry, hot, cold ||"
15675,"2015-01-20, San Diego","dry, warm, cold ||"
15676,"2015-01-21, San Diego","dry, warm, cold ||"
15677,"2015-01-22, San Diego","dry, hot, cold ||"
15678,"2015-01-23, San Diego","dry, warm, cold ||"
15679,"2015-01-24, San Diego","dry, hot, cold ||"
15680,"2015-01-25, San Diego","dry, hot, cold ||"
15681,"2015-01-26, San Diego","downpour, warm, warm ||"
15682,"2015-01-27, San Diego","downpour, warm, cold ||"
15683,"2015-01-28, San Diego","dry, warm, cold ||"
15684,"2015-01-29, San Diego","drizzle, warm, warm ||"
15685,"2015-01-30, San Diego","rain, warm, warm ||"
15686,"2015-01-31, San Diego","drizzle, warm, cold ||"
15687,"2015-02-01, San Diego","dry, hot, cold ||"
