,index,station,date,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT05,WT11,elevation,mindate,maxdate,latitude,name,datacoverage,elevationUnit,longitude
1478,1478,GHCND:USC00412114,2018-06-11T00:00:00,40.0,0.0,,,356.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1479,1479,GHCND:USC00412114,2018-06-12T00:00:00,36.0,0.0,,,356.0,228.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1480,1480,GHCND:USC00412114,2018-06-13T00:00:00,4.0,0.0,,,367.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1481,1481,GHCND:USC00412114,2018-06-14T00:00:00,9.0,0.0,,,361.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1482,1482,GHCND:USC00412114,2018-06-15T00:00:00,9.0,0.0,,,367.0,228.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1483,1483,GHCND:USC00412114,2018-06-16T00:00:00,9.0,0.0,,,361.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1484,1484,GHCND:USC00412114,2018-06-17T00:00:00,22.0,0.0,,,367.0,228.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1485,1485,GHCND:USC00412114,2018-06-18T00:00:00,27.0,191.0,,,361.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1486,1486,GHCND:USC00412114,2018-06-19T00:00:00,27.0,56.0,,,306.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1487,1487,GHCND:USC00412114,2018-06-20T00:00:00,4.0,64.0,,,283.0,228.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1488,1488,GHCND:USC00412114,2018-06-21T00:00:00,27.0,673.0,,,272.0,228.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1489,1489,GHCND:USC00412114,2018-06-22T00:00:00,27.0,0.0,,,344.0,239.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1490,1490,GHCND:USC00412114,2018-06-23T00:00:00,27.0,0.0,,,333.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1491,1491,GHCND:USC00412114,2018-06-24T00:00:00,54.0,0.0,,,344.0,233.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1492,1492,GHCND:USC00412114,2018-06-25T00:00:00,49.0,0.0,,,350.0,239.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1493,1493,GHCND:USC00412114,2018-06-26T00:00:00,22.0,0.0,,,344.0,239.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1494,1494,GHCND:USC00412114,2018-06-27T00:00:00,9.0,0.0,,,344.0,239.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1495,1495,GHCND:USC00412114,2018-06-28T00:00:00,9.0,0.0,,,350.0,244.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1496,1496,GHCND:USC00412114,2018-06-29T00:00:00,67.0,0.0,,,350.0,239.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1497,1497,GHCND:USC00412114,2018-06-30T00:00:00,27.0,0.0,,,339.0,233.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1498,1498,GHCND:USC00412114,2018-07-01T00:00:00,27.0,0.0,,,344.0,233.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1499,1499,GHCND:USC00412114,2018-07-02T00:00:00,4.0,0.0,,,367.0,239.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1500,1500,GHCND:USC00412114,2018-07-03T00:00:00,31.0,0.0,,,367.0,239.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1501,1501,GHCND:USC00412114,2018-07-04T00:00:00,22.0,20.0,,,367.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1502,1502,GHCND:USC00412114,2018-07-05T00:00:00,4.0,66.0,,,272.0,217.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1503,1503,GHCND:USC00412114,2018-07-06T00:00:00,0.0,376.0,,,350.0,217.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1504,1504,GHCND:USC00412114,2018-07-07T00:00:00,9.0,3.0,,,333.0,217.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1505,1505,GHCND:USC00412114,2018-07-08T00:00:00,0.0,325.0,,,339.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1506,1506,GHCND:USC00412114,2018-07-09T00:00:00,0.0,0.0,,,344.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1507,1507,GHCND:USC00412114,2018-07-10T00:00:00,9.0,5.0,,,294.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1508,1508,GHCND:USC00412114,2018-07-11T00:00:00,9.0,0.0,,,333.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1509,1509,GHCND:USC00412114,2018-07-12T00:00:00,0.0,0.0,,,339.0,233.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1510,1510,GHCND:USC00412114,2018-07-13T00:00:00,13.0,216.0,,,322.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1511,1511,GHCND:USC00412114,2018-07-14T00:00:00,13.0,0.0,,,344.0,222.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1512,1512,GHCND:USC00412114,2018-07-15T00:00:00,13.0,0.0,,,350.0,233.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1513,1513,GHCND:USC00412114,2018-07-16T00:00:00,18.0,0.0,,,350.0,239.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1514,1514,GHCND:USC00412114,2018-07-17T00:00:00,27.0,0.0,,,350.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1515,1515,GHCND:USC00412114,2018-07-18T00:00:00,27.0,0.0,,,361.0,222.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1516,1516,GHCND:USC00412114,2018-07-19T00:00:00,31.0,0.0,,,361.0,244.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1517,1517,GHCND:USC00412114,2018-07-20T00:00:00,58.0,0.0,,,367.0,239.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1518,1518,GHCND:USC00412114,2018-07-21T00:00:00,18.0,0.0,,,367.0,233.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1519,1519,GHCND:USC00412114,2018-07-22T00:00:00,27.0,0.0,,,372.0,239.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1520,1520,GHCND:USC00412114,2018-07-23T00:00:00,13.0,0.0,,,383.0,244.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1521,1521,GHCND:USC00412114,2018-07-24T00:00:00,22.0,0.0,,,394.0,244.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1522,1522,GHCND:USC00412114,2018-07-25T00:00:00,4.0,0.0,,,372.0,217.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1523,1523,GHCND:USC00412114,2018-07-26T00:00:00,4.0,0.0,,,383.0,217.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1524,1524,GHCND:USC00412114,2018-07-27T00:00:00,9.0,0.0,,,383.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1525,1525,GHCND:USC00412114,2018-07-28T00:00:00,9.0,0.0,,,383.0,222.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1526,1526,GHCND:USC00412114,2018-07-29T00:00:00,9.0,0.0,,,383.0,211.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1527,1527,GHCND:USC00412114,2018-07-30T00:00:00,9.0,0.0,,,378.0,211.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1528,1528,GHCND:USC00412114,2018-07-31T00:00:00,18.0,28.0,,,372.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1529,1529,GHCND:USC00412114,2018-08-01T00:00:00,27.0,0.0,,,333.0,200.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1530,1530,GHCND:USC00412114,2018-08-02T00:00:00,9.0,0.0,,,344.0,194.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1531,1531,GHCND:USC00412114,2018-08-03T00:00:00,4.0,0.0,,,344.0,178.0,183.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1532,1532,GHCND:USC00412114,2018-08-04T00:00:00,4.0,0.0,,,367.0,178.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1533,1533,GHCND:USC00412114,2018-08-05T00:00:00,18.0,0.0,,,372.0,206.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1534,1534,GHCND:USC00412114,2018-08-06T00:00:00,4.0,0.0,,,361.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1535,1535,GHCND:USC00412114,2018-08-07T00:00:00,18.0,0.0,,,367.0,222.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1536,1536,GHCND:USC00412114,2018-08-08T00:00:00,4.0,0.0,,,361.0,233.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1537,1537,GHCND:USC00412114,2018-08-09T00:00:00,4.0,0.0,,,378.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1538,1538,GHCND:USC00412114,2018-08-10T00:00:00,4.0,0.0,,,350.0,233.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1539,1539,GHCND:USC00412114,2018-08-11T00:00:00,9.0,0.0,,,361.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1540,1540,GHCND:USC00412114,2018-08-12T00:00:00,13.0,0.0,,,356.0,222.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1541,1541,GHCND:USC00412114,2018-08-13T00:00:00,4.0,211.0,,,350.0,228.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1542,1542,GHCND:USC00412114,2018-08-14T00:00:00,22.0,30.0,,,361.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1543,1543,GHCND:USC00412114,2018-08-15T00:00:00,13.0,0.0,,,350.0,222.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1544,1544,GHCND:USC00412114,2018-08-16T00:00:00,18.0,0.0,,,356.0,239.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1545,1545,GHCND:USC00412114,2018-08-17T00:00:00,22.0,0.0,,,367.0,244.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1546,1546,GHCND:USC00412114,2018-08-18T00:00:00,22.0,0.0,,,372.0,233.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1547,1547,GHCND:USC00412114,2018-08-19T00:00:00,27.0,0.0,,,361.0,233.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1548,1548,GHCND:USC00412114,2018-08-20T00:00:00,45.0,0.0,,,378.0,239.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1549,1549,GHCND:USC00412114,2018-08-21T00:00:00,13.0,107.0,,,367.0,244.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1550,1550,GHCND:USC00412114,2018-08-22T00:00:00,0.0,0.0,,,372.0,194.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1551,1551,GHCND:USC00412114,2018-08-23T00:00:00,9.0,0.0,,,367.0,200.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1552,1552,GHCND:USC00412114,2018-08-24T00:00:00,31.0,0.0,,,367.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1553,1553,GHCND:USC00412114,2018-08-25T00:00:00,13.0,0.0,,,361.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1554,1554,GHCND:USC00412114,2018-08-26T00:00:00,9.0,0.0,,,372.0,233.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1555,1555,GHCND:USC00412114,2018-08-27T00:00:00,18.0,0.0,,,372.0,233.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1556,1556,GHCND:USC00412114,2018-08-28T00:00:00,18.0,0.0,,,372.0,239.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1557,1557,GHCND:USC00412114,2018-08-29T00:00:00,18.0,114.0,,,367.0,228.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1558,1558,GHCND:USC00412114,2018-08-30T00:00:00,4.0,0.0,,,356.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1559,1559,GHCND:USC00412114,2018-08-31T00:00:00,4.0,0.0,,,361.0,211.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1560,1560,GHCND:USC00412114,2018-09-01T00:00:00,13.0,0.0,,,367.0,211.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1561,1561,GHCND:USC00412114,2018-09-02T00:00:00,22.0,0.0,,,356.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1562,1562,GHCND:USC00412114,2018-09-03T00:00:00,27.0,0.0,,,344.0,228.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1563,1563,GHCND:USC00412114,2018-09-04T00:00:00,9.0,645.0,,,361.0,228.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1564,1564,GHCND:USC00412114,2018-09-05T00:00:00,4.0,10.0,,,311.0,233.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1565,1565,GHCND:USC00412114,2018-09-06T00:00:00,4.0,0.0,,,350.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1566,1566,GHCND:USC00412114,2018-09-07T00:00:00,13.0,0.0,,,344.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1567,1567,GHCND:USC00412114,2018-09-08T00:00:00,9.0,0.0,,,356.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1568,1568,GHCND:USC00412114,2018-09-09T00:00:00,9.0,147.0,,,339.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1569,1569,GHCND:USC00412114,2018-09-10T00:00:00,22.0,0.0,,,317.0,217.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1570,1570,GHCND:USC00412114,2018-09-11T00:00:00,9.0,91.0,,,261.0,217.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1571,1571,GHCND:USC00412114,2018-09-12T00:00:00,22.0,180.0,,,261.0,217.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1572,1572,GHCND:USC00412114,2018-09-13T00:00:00,18.0,76.0,,,278.0,217.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1573,1573,GHCND:USC00412114,2018-09-14T00:00:00,0.0,272.0,,,300.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1574,1574,GHCND:USC00412114,2018-09-15T00:00:00,9.0,23.0,,,300.0,217.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1575,1575,GHCND:USC00412114,2018-09-16T00:00:00,4.0,0.0,,,322.0,217.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1576,1576,GHCND:USC00412114,2018-09-17T00:00:00,9.0,0.0,,,344.0,217.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1577,1577,GHCND:USC00412114,2018-09-18T00:00:00,4.0,0.0,,,350.0,222.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1578,1578,GHCND:USC00412114,2018-09-19T00:00:00,4.0,0.0,,,356.0,233.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1579,1579,GHCND:USC00412114,2018-09-20T00:00:00,22.0,0.0,,,350.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1580,1580,GHCND:USC00412114,2018-09-21T00:00:00,13.0,0.0,,,333.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1581,1581,GHCND:USC00412114,2018-09-22T00:00:00,13.0,0.0,,,317.0,222.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1582,1582,GHCND:USC00412114,2018-09-23T00:00:00,0.0,561.0,,,322.0,211.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1583,1583,GHCND:USC00412114,2018-09-24T00:00:00,0.0,0.0,,,328.0,206.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1584,1584,GHCND:USC00412114,2018-09-25T00:00:00,9.0,0.0,,,294.0,206.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1585,1585,GHCND:USC00412114,2018-09-26T00:00:00,0.0,25.0,,,306.0,222.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1586,1586,GHCND:USC00412114,2018-09-27T00:00:00,27.0,10.0,,,294.0,183.0,189.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1587,1587,GHCND:USC00412114,2018-09-28T00:00:00,4.0,0.0,,,222.0,172.0,183.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1588,1588,GHCND:USC00412114,2018-09-29T00:00:00,22.0,10.0,,,283.0,183.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1589,1589,GHCND:USC00412114,2018-09-30T00:00:00,0.0,69.0,,,289.0,194.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1590,1590,GHCND:USC00412114,2018-10-01T00:00:00,9.0,0.0,,,283.0,200.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1591,1591,GHCND:USC00412114,2018-10-02T00:00:00,0.0,201.0,,,289.0,200.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1592,1592,GHCND:USC00412114,2018-10-03T00:00:00,18.0,0.0,,,311.0,206.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1593,1593,GHCND:USC00412114,2018-10-04T00:00:00,22.0,0.0,,,317.0,222.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1594,1594,GHCND:USC00412114,2018-10-05T00:00:00,49.0,0.0,,,317.0,233.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1595,1595,GHCND:USC00412114,2018-10-06T00:00:00,13.0,0.0,,,311.0,233.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1596,1596,GHCND:USC00412114,2018-10-07T00:00:00,27.0,0.0,,,317.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1597,1597,GHCND:USC00412114,2018-10-08T00:00:00,22.0,0.0,,,322.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1598,1598,GHCND:USC00412114,2018-10-09T00:00:00,9.0,13.0,,,317.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1599,1599,GHCND:USC00412114,2018-10-10T00:00:00,4.0,191.0,,,289.0,194.0,194.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1600,1600,GHCND:USC00412114,2018-10-11T00:00:00,18.0,0.0,,,256.0,133.0,139.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1601,1601,GHCND:USC00412114,2018-10-12T00:00:00,18.0,0.0,,,250.0,139.0,144.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1602,1602,GHCND:USC00412114,2018-10-13T00:00:00,18.0,0.0,,,256.0,144.0,178.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1603,1603,GHCND:USC00412114,2018-10-14T00:00:00,13.0,483.0,,,272.0,167.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1604,1604,GHCND:USC00412114,2018-10-15T00:00:00,49.0,0.0,,,300.0,122.0,122.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1605,1605,GHCND:USC00412114,2018-10-16T00:00:00,18.0,876.0,,,122.0,83.0,106.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1606,1606,GHCND:USC00412114,2018-10-17T00:00:00,18.0,406.0,,,122.0,78.0,111.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1607,1607,GHCND:USC00412114,2018-10-18T00:00:00,22.0,13.0,,,144.0,111.0,139.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1608,1608,GHCND:USC00412114,2018-10-19T00:00:00,13.0,10.0,,,189.0,139.0,144.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1609,1609,GHCND:USC00412114,2018-10-20T00:00:00,31.0,0.0,,,194.0,144.0,156.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1610,1610,GHCND:USC00412114,2018-10-21T00:00:00,22.0,422.0,,,183.0,106.0,106.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1611,1611,GHCND:USC00412114,2018-10-22T00:00:00,4.0,0.0,,,206.0,94.0,94.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1612,1612,GHCND:USC00412114,2018-10-23T00:00:00,4.0,18.0,,,167.0,94.0,100.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
